geo_description,label,year,description,estimate,moe,se,cv
Forsyth ,HD01_VD01,2015,Estimate; Total:,154424,1359.49,693.62,0.45
Guilford ,HD01_VD01,2015,Estimate; Total:,196502,558.81,285.11,0.15
United States,HD01_VD02,2015,Estimate; Male:,69227473,13776,7028.57,0.01
North Carolina,HD01_VD02,2015,Estimate; Male:,2200124,2953.7,1506.99,0.07
Durham ,HD01_VD02,2015,Estimate; Male:,45764,166.81,85.11,0.19
Forsyth ,HD01_VD02,2015,Estimate; Male:,71650,1305.87,666.26,0.93
Guilford ,HD01_VD02,2015,Estimate; Male:,92710,319.32,162.92,0.18
United States,HD01_VD03,2015,Estimate; Male: - Less than 9th grade,1718709,24921.19,12714.89,0.74
North Carolina,HD01_VD03,2015,Estimate; Male: - Less than 9th grade,67741,4751.66,2424.32,3.58
Durham ,HD01_VD03,2015,Estimate; Male: - Less than 9th grade,418,349.11,178.12,42.61
Forsyth ,HD01_VD03,2015,Estimate; Male: - Less than 9th grade,1036,439.66,224.32,21.65
Guilford ,HD01_VD03,2015,Estimate; Male: - Less than 9th grade,1218,641.02,327.05,26.85
United States,HD01_VD04,2015,"Estimate; Male: - 9th to 12th grade, no diploma",4002375,35829.28,18280.24,0.46
North Carolina,HD01_VD04,2015,"Estimate; Male: - 9th to 12th grade, no diploma",168394,6840.34,3489.97,2.07
Durham ,HD01_VD04,2015,"Estimate; Male: - 9th to 12th grade, no diploma",1596,1010.38,515.5,32.3
Forsyth ,HD01_VD04,2015,"Estimate; Male: - 9th to 12th grade, no diploma",3894,1251.06,638.3,16.39
Guilford ,HD01_VD04,2015,"Estimate; Male: - 9th to 12th grade, no diploma",5542,1417.87,723.4,13.05
United States,HD01_VD05,2015,Estimate; Male: - Regular high school diploma,16281441,73980.77,37745.29,0.23
North Carolina,HD01_VD05,2015,Estimate; Male: - Regular high school diploma,470094,13022.98,6644.38,1.41
Durham ,HD01_VD05,2015,Estimate; Male: - Regular high school diploma,5241,1425.02,727.05,13.87
Forsyth ,HD01_VD05,2015,Estimate; Male: - Regular high school diploma,13853,1940.94,990.28,7.15
Guilford ,HD01_VD05,2015,Estimate; Male: - Regular high school diploma,16741,2148.26,1096.05,6.55
United States,HD01_VD06,2015,Estimate; Male: - GED or alternative credential,3260651,30044.6,15328.88,0.47
North Carolina,HD01_VD06,2015,Estimate; Male: - GED or alternative credential,120123,6409.02,3269.91,2.72
Durham ,HD01_VD06,2015,Estimate; Male: - GED or alternative credential,1456,650.55,331.91,22.8
Forsyth ,HD01_VD06,2015,Estimate; Male: - GED or alternative credential,3431,1106.89,564.74,16.46
Guilford ,HD01_VD06,2015,Estimate; Male: - GED or alternative credential,3294,1264.17,644.98,19.58
United States,HD01_VD07,2015,"Estimate; Male: - Some college, no degree",14668258,53195.23,27140.42,0.19
North Carolina,HD01_VD07,2015,"Estimate; Male: - Some college, no degree",463323,11337.02,5784.19,1.25
Durham ,HD01_VD07,2015,"Estimate; Male: - Some college, no degree",6135,1302.3,664.44,10.83
Forsyth ,HD01_VD07,2015,"Estimate; Male: - Some college, no degree",13081,1635.91,834.65,6.38
Guilford ,HD01_VD07,2015,"Estimate; Male: - Some college, no degree",18895,2138.72,1091.18,5.77
United States,HD01_VD08,2015,Estimate; Male: - Associate's degree,5472535,37564.09,19165.35,0.35
North Carolina,HD01_VD08,2015,Estimate; Male: - Associate's degree,191157,8653.79,4415.2,2.31
Durham ,HD01_VD08,2015,Estimate; Male: - Associate's degree,3182,1000.85,510.64,16.05
Forsyth ,HD01_VD08,2015,Estimate; Male: - Associate's degree,5283,1078.3,550.15,10.41
Guilford ,HD01_VD08,2015,Estimate; Male: - Associate's degree,7449,1430.98,730.09,9.8
United States,HD01_VD09,2015,Estimate; Male: - Bachelor's degree,14775686,57444.09,29308.21,0.2
North Carolina,HD01_VD09,2015,Estimate; Male: - Bachelor's degree,457029,11292.94,5761.7,1.26
Durham ,HD01_VD09,2015,Estimate; Male: - Bachelor's degree,14422,1769.36,902.73,6.26
Forsyth ,HD01_VD09,2015,Estimate; Male: - Bachelor's degree,19082,2058.89,1050.45,5.5
Guilford ,HD01_VD09,2015,Estimate; Male: - Bachelor's degree,25053,2549.79,1300.91,5.19
United States,HD01_VD10,2015,Estimate; Male: - Graduate or professional degree,9047818,50160.51,25592.1,0.28
North Carolina,HD01_VD10,2015,Estimate; Male: - Graduate or professional degree,262263,8453.62,4313.07,1.64
Durham ,HD01_VD10,2015,Estimate; Male: - Graduate or professional degree,13314,1952.85,996.35,7.48
Forsyth ,HD01_VD10,2015,Estimate; Male: - Graduate or professional degree,11990,1329.7,678.42,5.66
Guilford ,HD01_VD10,2015,Estimate; Male: - Graduate or professional degree,14518,1654.98,844.38,5.82
United States,HD01_VD11,2015,Estimate; Female:,73483700,12427.23,6340.42,0.01
North Carolina,HD01_VD11,2015,Estimate; Female:,2406965,2740.43,1398.18,0.06
Durham ,HD01_VD11,2015,Estimate; Female:,51871,241.87,123.4,0.24
Forsyth ,HD01_VD11,2015,Estimate; Female:,82774,388.43,198.18,0.24
Guilford ,HD01_VD11,2015,Estimate; Female:,103792,324.09,165.35,0.16
United States,HD01_VD12,2015,Estimate; Female: - Less than 9th grade,1635166,26981.28,13765.96,0.84
North Carolina,HD01_VD12,2015,Estimate; Female: - Less than 9th grade,64360,5330.72,2719.76,4.23
Durham ,HD01_VD12,2015,Estimate; Female: - Less than 9th grade,745,537.36,274.16,36.8
Forsyth ,HD01_VD12,2015,Estimate; Female: - Less than 9th grade,1164,562.38,286.93,24.65
Guilford ,HD01_VD12,2015,Estimate; Female: - Less than 9th grade,1523,812.6,414.59,27.22
United States,HD01_VD13,2015,"Estimate; Female: - 9th to 12th grade, no diploma",3687305,36240.34,18489.97,0.5
North Carolina,HD01_VD13,2015,"Estimate; Female: - 9th to 12th grade, no diploma",146121,7183.49,3665.05,2.51
Durham ,HD01_VD13,2015,"Estimate; Female: - 9th to 12th grade, no diploma",1875,769.7,392.7,20.94
Forsyth ,HD01_VD13,2015,"Estimate; Female: - 9th to 12th grade, no diploma",3372,1004.43,512.46,15.2
Guilford ,HD01_VD13,2015,"Estimate; Female: - 9th to 12th grade, no diploma",4797,1428.6,728.88,15.19
United States,HD01_VD14,2015,Estimate; Female: - Regular high school diploma,17766718,66085.96,33717.33,0.19
North Carolina,HD01_VD14,2015,Estimate; Female: - Regular high school diploma,499247,11020.09,5622.49,1.13
Durham ,HD01_VD14,2015,Estimate; Female: - Regular high school diploma,5712,1217.7,621.28,10.88
Forsyth ,HD01_VD14,2015,Estimate; Female: - Regular high school diploma,17916,2130.38,1086.93,6.07
Guilford ,HD01_VD14,2015,Estimate; Female: - Regular high school diploma,19669,2206.64,1125.84,5.72
United States,HD01_VD15,2015,Estimate; Female: - GED or alternative credential,2549489,32238.13,16448.03,0.65
North Carolina,HD01_VD15,2015,Estimate; Female: - GED or alternative credential,100839,4700.43,2398.18,2.38
Durham ,HD01_VD15,2015,Estimate; Female: - GED or alternative credential,1135,544.51,277.81,24.48
Forsyth ,HD01_VD15,2015,Estimate; Female: - GED or alternative credential,3370,1024.68,522.8,15.51
Guilford ,HD01_VD15,2015,Estimate; Female: - GED or alternative credential,2930,919.83,469.3,16.02
United States,HD01_VD16,2015,"Estimate; Female: - Some college, no degree",15727219,67547.91,34463.22,0.22
North Carolina,HD01_VD16,2015,"Estimate; Female: - Some college, no degree",520959,12586.89,6421.88,1.23
Durham ,HD01_VD16,2015,"Estimate; Female: - Some college, no degree",5852,1457.19,743.46,12.7
Forsyth ,HD01_VD16,2015,"Estimate; Female: - Some college, no degree",16553,2293.62,1170.21,7.07
Guilford ,HD01_VD16,2015,"Estimate; Female: - Some college, no degree",22661,2548.6,1300.31,5.74
United States,HD01_VD17,2015,Estimate; Female: - Associate's degree,7117865,49700.6,25357.45,0.36
North Carolina,HD01_VD17,2015,Estimate; Female: - Associate's degree,266437,9041.02,4612.77,1.73
Durham ,HD01_VD17,2015,Estimate; Female: - Associate's degree,3974,1108.09,565.35,14.23
Forsyth ,HD01_VD17,2015,Estimate; Female: - Associate's degree,7757,1392.85,710.64,9.16
Guilford ,HD01_VD17,2015,Estimate; Female: - Associate's degree,9183,1775.32,905.78,9.86
United States,HD01_VD18,2015,Estimate; Female: - Bachelor's degree,15464967,73893.79,37700.91,0.24
North Carolina,HD01_VD18,2015,Estimate; Female: - Bachelor's degree,525271,10945.02,5584.19,1.06
Durham ,HD01_VD18,2015,Estimate; Female: - Bachelor's degree,16420,2050.55,1046.2,6.37
Forsyth ,HD01_VD18,2015,Estimate; Female: - Bachelor's degree,21658,2141.11,1092.4,5.04
Guilford ,HD01_VD18,2015,Estimate; Female: - Bachelor's degree,28435,2923.91,1491.79,5.25
United States,HD01_VD19,2015,Estimate; Female: - Graduate or professional degree,9534971,59804.43,30512.46,0.32
North Carolina,HD01_VD19,2015,Estimate; Female: - Graduate or professional degree,283731,9668.94,4933.13,1.74
Durham ,HD01_VD19,2015,Estimate; Female: - Graduate or professional degree,16158,1994.55,1017.63,6.3
Forsyth ,HD01_VD19,2015,Estimate; Female: - Graduate or professional degree,10984,1668.09,851.07,7.75
Guilford ,HD01_VD19,2015,Estimate; Female: - Graduate or professional degree,14594,2136.34,1089.97,7.47
United States,HD01_VD01,2016,Estimate; Total:,143232044,21405.11,10920.97,0.01
North Carolina,HD01_VD01,2016,Estimate; Total:,4675664,4080.85,2082.07,0.04
Durham ,HD01_VD01,2016,Estimate; Total:,100529,344.34,175.68,0.17
Forsyth ,HD01_VD01,2016,Estimate; Total:,156590,146.55,74.77,0.05
Guilford ,HD01_VD01,2016,Estimate; Total:,197176,546.89,279.03,0.14
United States,HD01_VD02,2016,Estimate; Male:,69503523,12461.79,6358.06,0.01
North Carolina,HD01_VD02,2016,Estimate; Male:,2236018,2661.79,1358.06,0.06
Durham ,HD01_VD02,2016,Estimate; Male:,47151,177.53,90.58,0.19
Forsyth ,HD01_VD02,2016,Estimate; Male:,73125,71.49,36.47,0.05
Guilford ,HD01_VD02,2016,Estimate; Male:,93098,306.21,156.23,0.17
United States,HD01_VD03,2016,Estimate; Male: - Less than 9th grade,1667169,25297.7,12906.99,0.77
North Carolina,HD01_VD03,2016,Estimate; Male: - Less than 9th grade,66833,4601.53,2347.72,3.51
Durham ,HD01_VD03,2016,Estimate; Male: - Less than 9th grade,365,344.34,175.68,48.13
Forsyth ,HD01_VD03,2016,Estimate; Male: - Less than 9th grade,2062,637.45,325.23,15.77
Guilford ,HD01_VD03,2016,Estimate; Male: - Less than 9th grade,2168,840,428.57,19.77
United States,HD01_VD04,2016,"Estimate; Male: - 9th to 12th grade, no diploma",3942047,38856.85,19824.92,0.5
North Carolina,HD01_VD04,2016,"Estimate; Male: - 9th to 12th grade, no diploma",163403,7724.43,3941.04,2.41
Durham ,HD01_VD04,2016,"Estimate; Male: - 9th to 12th grade, no diploma",2106,1129.53,576.29,27.36
Forsyth ,HD01_VD04,2016,"Estimate; Male: - 9th to 12th grade, no diploma",3313,1135.49,579.33,17.49
Guilford ,HD01_VD04,2016,"Estimate; Male: - 9th to 12th grade, no diploma",5001,1258.21,641.94,12.84
United States,HD01_VD05,2016,Estimate; Male: - Regular high school diploma,16108435,70775.66,36110.03,0.22
North Carolina,HD01_VD05,2016,Estimate; Male: - Regular high school diploma,462214,11606.3,5921.58,1.28
Durham ,HD01_VD05,2016,Estimate; Male: - Regular high school diploma,4506,1198.64,611.55,13.57
Forsyth ,HD01_VD05,2016,Estimate; Male: - Regular high school diploma,13709,1740.77,888.15,6.48
Guilford ,HD01_VD05,2016,Estimate; Male: - Regular high school diploma,16944,2446.13,1248.03,7.37
United States,HD01_VD06,2016,Estimate; Male: - GED or alternative credential,3221537,29260.6,14928.88,0.46
North Carolina,HD01_VD06,2016,Estimate; Male: - GED or alternative credential,114854,6691.4,3413.98,2.97
Durham ,HD01_VD06,2016,Estimate; Male: - GED or alternative credential,1294,596.94,304.56,23.54
Forsyth ,HD01_VD06,2016,Estimate; Male: - GED or alternative credential,3461,835.23,426.14,12.31
Guilford ,HD01_VD06,2016,Estimate; Male: - GED or alternative credential,3597,1158.13,590.88,16.43
United States,HD01_VD07,2016,"Estimate; Male: - Some college, no degree",14670618,55512.68,28322.8,0.19
North Carolina,HD01_VD07,2016,"Estimate; Male: - Some college, no degree",474229,10687.66,5452.89,1.15
Durham ,HD01_VD07,2016,"Estimate; Male: - Some college, no degree",7478,1807.49,922.19,12.33
Forsyth ,HD01_VD07,2016,"Estimate; Male: - Some college, no degree",14669,1721.7,878.42,5.99
Guilford ,HD01_VD07,2016,"Estimate; Male: - Some college, no degree",18255,2634.38,1344.07,7.36
United States,HD01_VD08,2016,Estimate; Male: - Associate's degree,5552657,42664.85,21767.78,0.39
North Carolina,HD01_VD08,2016,Estimate; Male: - Associate's degree,196953,7781.62,3970.21,2.02
Durham ,HD01_VD08,2016,Estimate; Male: - Associate's degree,2726,973.45,496.66,18.22
Forsyth ,HD01_VD08,2016,Estimate; Male: - Associate's degree,6779,1313.02,669.91,9.88
Guilford ,HD01_VD08,2016,Estimate; Male: - Associate's degree,6255,1385.7,706.99,11.3
United States,HD01_VD09,2016,Estimate; Male: - Bachelor's degree,15034884,67152.34,34261.4,0.23
North Carolina,HD01_VD09,2016,Estimate; Male: - Bachelor's degree,488602,10755.57,5487.54,1.12
Durham ,HD01_VD09,2016,Estimate; Male: - Bachelor's degree,14118,1606.13,819.45,5.8
Forsyth ,HD01_VD09,2016,Estimate; Male: - Bachelor's degree,17340,1697.87,866.26,5
Guilford ,HD01_VD09,2016,Estimate; Male: - Bachelor's degree,26545,2596.26,1324.62,4.99
United States,HD01_VD10,2016,Estimate; Male: - Graduate or professional degree,9306176,49589.79,25300.91,0.27
North Carolina,HD01_VD10,2016,Estimate; Male: - Graduate or professional degree,268930,8500.09,4336.78,1.61
Durham ,HD01_VD10,2016,Estimate; Male: - Graduate or professional degree,14558,1793.19,914.89,6.28
Forsyth ,HD01_VD10,2016,Estimate; Male: - Graduate or professional degree,11792,1407.15,717.93,6.09
Guilford ,HD01_VD10,2016,Estimate; Male: - Graduate or professional degree,14333,1962.38,1001.21,6.99
United States,HD01_VD11,2016,Estimate; Female:,73728521,13014.64,6640.12,0.01
North Carolina,HD01_VD11,2016,Estimate; Female:,2439646,2491.4,1271.12,0.05
Durham ,HD01_VD11,2016,Estimate; Female:,53378,169.19,86.32,0.16
Forsyth ,HD01_VD11,2016,Estimate; Female:,83465,75.06,38.3,0.05
Guilford ,HD01_VD11,2016,Estimate; Female:,104078,251.4,128.27,0.12
United States,HD01_VD12,2016,Estimate; Female: - Less than 9th grade,1563525,23985.87,12237.69,0.78
North Carolina,HD01_VD12,2016,Estimate; Female: - Less than 9th grade,57671,4142.81,2113.68,3.67
Durham ,HD01_VD12,2016,Estimate; Female: - Less than 9th grade,495,433.7,221.28,44.7
Forsyth ,HD01_VD12,2016,Estimate; Female: - Less than 9th grade,1768,760.17,387.84,21.94
Guilford ,HD01_VD12,2016,Estimate; Female: - Less than 9th grade,2617,1018.72,519.76,19.86
United States,HD01_VD13,2016,"Estimate; Female: - 9th to 12th grade, no diploma",3628867,38523.23,19654.71,0.54
North Carolina,HD01_VD13,2016,"Estimate; Female: - 9th to 12th grade, no diploma",134966,6748.6,3443.16,2.55
Durham ,HD01_VD13,2016,"Estimate; Female: - 9th to 12th grade, no diploma",1369,793.53,404.86,29.57
Forsyth ,HD01_VD13,2016,"Estimate; Female: - 9th to 12th grade, no diploma",3485,1197.45,610.94,17.53
Guilford ,HD01_VD13,2016,"Estimate; Female: - 9th to 12th grade, no diploma",4640,1384.51,706.38,15.22
United States,HD01_VD14,2016,Estimate; Female: - Regular high school diploma,17392872,75651.23,38597.57,0.22
North Carolina,HD01_VD14,2016,Estimate; Female: - Regular high school diploma,496254,12054.3,6150.15,1.24
Durham ,HD01_VD14,2016,Estimate; Female: - Regular high school diploma,7315,1672.85,853.49,11.67
Forsyth ,HD01_VD14,2016,Estimate; Female: - Regular high school diploma,16610,2046.98,1044.38,6.29
Guilford ,HD01_VD14,2016,Estimate; Female: - Regular high school diploma,22104,2286.47,1166.57,5.28
United States,HD01_VD15,2016,Estimate; Female: - GED or alternative credential,2515951,24749.62,12627.36,0.5
North Carolina,HD01_VD15,2016,Estimate; Female: - GED or alternative credential,100020,6304.17,3216.41,3.22
Durham ,HD01_VD15,2016,Estimate; Female: - GED or alternative credential,668,539.74,275.38,41.22
Forsyth ,HD01_VD15,2016,Estimate; Female: - GED or alternative credential,2272,837.62,427.36,18.81
Guilford ,HD01_VD15,2016,Estimate; Female: - GED or alternative credential,3405,990.13,505.17,14.84
United States,HD01_VD16,2016,"Estimate; Female: - Some college, no degree",15638863,61504.68,31379.94,0.2
North Carolina,HD01_VD16,2016,"Estimate; Female: - Some college, no degree",530115,14116.77,7202.43,1.36
Durham ,HD01_VD16,2016,"Estimate; Female: - Some college, no degree",6747,1339.23,683.28,10.13
Forsyth ,HD01_VD16,2016,"Estimate; Female: - Some college, no degree",16498,1983.83,1012.16,6.14
Guilford ,HD01_VD16,2016,"Estimate; Female: - Some college, no degree",20603,2387.74,1218.23,5.91
United States,HD01_VD17,2016,Estimate; Female: - Associate's degree,7245164,50072.34,25547.11,0.35
North Carolina,HD01_VD17,2016,Estimate; Female: - Associate's degree,282060,9641.53,4919.15,1.74
Durham ,HD01_VD17,2016,Estimate; Female: - Associate's degree,2858,1148.6,586.02,20.5
Forsyth ,HD01_VD17,2016,Estimate; Female: - Associate's degree,9873,1813.45,925.23,9.37
Guilford ,HD01_VD17,2016,Estimate; Female: - Associate's degree,9423,1747.91,891.79,9.46
United States,HD01_VD18,2016,Estimate; Female: - Bachelor's degree,15879608,66134.81,33742.25,0.21
North Carolina,HD01_VD18,2016,Estimate; Female: - Bachelor's degree,543309,12048.34,6147.11,1.13
Durham ,HD01_VD18,2016,Estimate; Female: - Bachelor's degree,16970,2072,1057.14,6.23
Forsyth ,HD01_VD18,2016,Estimate; Female: - Bachelor's degree,21444,2189.96,1117.33,5.21
Guilford ,HD01_VD18,2016,Estimate; Female: - Bachelor's degree,26808,2453.28,1251.67,4.67
United States,HD01_VD19,2016,Estimate; Female: - Graduate or professional degree,9863671,48214.81,24599.39,0.25
North Carolina,HD01_VD19,2016,Estimate; Female: - Graduate or professional degree,295251,8456,4314.29,1.46
Durham ,HD01_VD19,2016,Estimate; Female: - Graduate or professional degree,16956,2194.72,1119.76,6.6
Forsyth ,HD01_VD19,2016,Estimate; Female: - Graduate or professional degree,11515,1508.43,769.61,6.68
Guilford ,HD01_VD19,2016,Estimate; Female: - Graduate or professional degree,14478,1736,885.71,6.12
United States,HD01_VD01,2017,Estimate; Total:,143648e3,25135.66,12824.32,0.01
North Carolina,HD01_VD01,2017,Estimate; Total:,4722706,3753.19,1914.89,0.04
Durham ,HD01_VD01,2017,Estimate; Total:,103284,246.64,125.84,0.12
Forsyth ,HD01_VD01,2017,Estimate; Total:,158505,197.79,100.91,0.06
Guilford ,HD01_VD01,2017,Estimate; Total:,197642,290.72,148.33,0.08
United States,HD01_VD02,2017,Estimate; Male:,69749815,15334.47,7823.71,0.01
North Carolina,HD01_VD02,2017,Estimate; Male:,2257220,2956.09,1508.21,0.07
Durham ,HD01_VD02,2017,Estimate; Male:,48606,246.64,125.84,0.26
Forsyth ,HD01_VD02,2017,Estimate; Male:,74109,197.79,100.91,0.14
Guilford ,HD01_VD02,2017,Estimate; Male:,93328,182.3,93.01,0.1
United States,HD01_VD03,2017,Estimate; Male: - Less than 9th grade,1552244,26337.87,13437.69,0.87
North Carolina,HD01_VD03,2017,Estimate; Male: - Less than 9th grade,64600,4233.36,2159.88,3.34
Durham ,HD01_VD03,2017,Estimate; Male: - Less than 9th grade,614,401.53,204.86,33.36
Forsyth ,HD01_VD03,2017,Estimate; Male: - Less than 9th grade,1463,635.06,324.01,22.15
Guilford ,HD01_VD03,2017,Estimate; Male: - Less than 9th grade,1741,840,428.57,24.62
United States,HD01_VD04,2017,"Estimate; Male: - 9th to 12th grade, no diploma",3787383,38974.81,19885.11,0.53
North Carolina,HD01_VD04,2017,"Estimate; Male: - 9th to 12th grade, no diploma",161408,8459.57,4316.11,2.67
Durham ,HD01_VD04,2017,"Estimate; Male: - 9th to 12th grade, no diploma",1381,754.21,384.8,27.86
Forsyth ,HD01_VD04,2017,"Estimate; Male: - 9th to 12th grade, no diploma",3557,1025.87,523.4,14.71
Guilford ,HD01_VD04,2017,"Estimate; Male: - 9th to 12th grade, no diploma",3822,1258.21,641.94,16.8
United States,HD01_VD05,2017,Estimate; Male: - Regular high school diploma,16184141,82006.64,41840.12,0.26
North Carolina,HD01_VD05,2017,Estimate; Male: - Regular high school diploma,468817,10717.45,5468.09,1.17
Durham ,HD01_VD05,2017,Estimate; Male: - Regular high school diploma,5009,1315.4,671.12,13.4
Forsyth ,HD01_VD05,2017,Estimate; Male: - Regular high school diploma,15324,2510.47,1280.85,8.36
Guilford ,HD01_VD05,2017,Estimate; Male: - Regular high school diploma,17022,2238.81,1142.25,6.71
United States,HD01_VD06,2017,Estimate; Male: - GED or alternative credential,3206129,33045.96,16860.18,0.53
North Carolina,HD01_VD06,2017,Estimate; Male: - GED or alternative credential,109575,6780.77,3459.58,3.16
Durham ,HD01_VD06,2017,Estimate; Male: - GED or alternative credential,1146,511.15,260.79,22.76
Forsyth ,HD01_VD06,2017,Estimate; Male: - GED or alternative credential,3050,868.6,443.16,14.53
Guilford ,HD01_VD06,2017,Estimate; Male: - GED or alternative credential,2823,834.04,425.53,15.07
United States,HD01_VD07,2017,"Estimate; Male: - Some college, no degree",14502285,53914.89,27507.6,0.19
North Carolina,HD01_VD07,2017,"Estimate; Male: - Some college, no degree",467377,11813.62,6027.36,1.29
Durham ,HD01_VD07,2017,"Estimate; Male: - Some college, no degree",6371,1398.81,713.68,11.2
Forsyth ,HD01_VD07,2017,"Estimate; Male: - Some college, no degree",13783,1964.77,1002.43,7.27
Guilford ,HD01_VD07,2017,"Estimate; Male: - Some college, no degree",18386,2565.28,1308.82,7.12
United States,HD01_VD08,2017,Estimate; Male: - Associate's degree,5655297,41073.02,20955.62,0.37
North Carolina,HD01_VD08,2017,Estimate; Male: - Associate's degree,203109,8506.04,4339.82,2.14
Durham ,HD01_VD08,2017,Estimate; Male: - Associate's degree,3834,948.43,483.89,12.62
Forsyth ,HD01_VD08,2017,Estimate; Male: - Associate's degree,6391,1425.02,727.05,11.38
Guilford ,HD01_VD08,2017,Estimate; Male: - Associate's degree,7745,1595.4,813.98,10.51
United States,HD01_VD09,2017,Estimate; Male: - Bachelor's degree,15333209,79357.96,40488.76,0.26
North Carolina,HD01_VD09,2017,Estimate; Male: - Bachelor's degree,502354,13006.3,6635.87,1.32
Durham ,HD01_VD09,2017,Estimate; Male: - Bachelor's degree,15379,1789.62,913.07,5.94
Forsyth ,HD01_VD09,2017,Estimate; Male: - Bachelor's degree,18647,2107.74,1075.38,5.77
Guilford ,HD01_VD09,2017,Estimate; Male: - Bachelor's degree,27463,2903.66,1481.46,5.39
United States,HD01_VD10,2017,Estimate; Male: - Graduate or professional degree,9529127,63536.17,32416.41,0.34
North Carolina,HD01_VD10,2017,Estimate; Male: - Graduate or professional degree,279980,8604.94,4390.28,1.57
Durham ,HD01_VD10,2017,Estimate; Male: - Graduate or professional degree,14872,1701.45,868.09,5.84
Forsyth ,HD01_VD10,2017,Estimate; Male: - Graduate or professional degree,11894,1608.51,820.67,6.9
Guilford ,HD01_VD10,2017,Estimate; Male: - Graduate or professional degree,14326,1803.91,920.36,6.42
United States,HD01_VD11,2017,Estimate; Female:,73898185,15304.68,7808.51,0.01
North Carolina,HD01_VD11,2017,Estimate; Female:,2465486,2236.43,1141.04,0.05
Durham ,HD01_VD11,2017,Estimate; Female:,54678,246.64,125.84,0.23
Forsyth ,HD01_VD11,2017,Estimate; Female:,84396,246.64,125.84,0.15
Guilford ,HD01_VD11,2017,Estimate; Female:,104314,222.81,113.68,0.11
United States,HD01_VD12,2017,Estimate; Female: - Less than 9th grade,1461074,22502.47,11480.85,0.79
North Carolina,HD01_VD12,2017,Estimate; Female: - Less than 9th grade,52133,3849.7,1964.13,3.77
Durham ,HD01_VD12,2017,Estimate; Female: - Less than 9th grade,645,384.85,196.35,30.44
Forsyth ,HD01_VD12,2017,Estimate; Female: - Less than 9th grade,1186,592.17,302.13,25.47
Guilford ,HD01_VD12,2017,Estimate; Female: - Less than 9th grade,965,453.96,231.61,24
United States,HD01_VD13,2017,"Estimate; Female: - 9th to 12th grade, no diploma",3420473,42233.53,21547.72,0.63
North Carolina,HD01_VD13,2017,"Estimate; Female: - 9th to 12th grade, no diploma",124569,7590.98,3872.95,3.11
Durham ,HD01_VD13,2017,"Estimate; Female: - 9th to 12th grade, no diploma",511,370.55,189.06,37
Forsyth ,HD01_VD13,2017,"Estimate; Female: - 9th to 12th grade, no diploma",3238,1065.19,543.46,16.78
Guilford ,HD01_VD13,2017,"Estimate; Female: - 9th to 12th grade, no diploma",3679,1061.62,541.64,14.72
United States,HD01_VD14,2017,Estimate; Female: - Regular high school diploma,17199101,80313.53,40976.29,0.24
North Carolina,HD01_VD14,2017,Estimate; Female: - Regular high school diploma,499194,12433.19,6343.46,1.27
Durham ,HD01_VD14,2017,Estimate; Female: - Regular high school diploma,5979,1411.91,720.36,12.05
Forsyth ,HD01_VD14,2017,Estimate; Female: - Regular high school diploma,16139,1827.74,932.52,5.78
Guilford ,HD01_VD14,2017,Estimate; Female: - Regular high school diploma,20608,2442.55,1246.2,6.05
United States,HD01_VD15,2017,Estimate; Female: - GED or alternative credential,2495470,33800.17,17244.98,0.69
North Carolina,HD01_VD15,2017,Estimate; Female: - GED or alternative credential,96662,6230.3,3178.72,3.29
Durham ,HD01_VD15,2017,Estimate; Female: - GED or alternative credential,844,583.83,297.87,35.29
Forsyth ,HD01_VD15,2017,Estimate; Female: - GED or alternative credential,2381,867.4,442.55,18.59
Guilford ,HD01_VD15,2017,Estimate; Female: - GED or alternative credential,3279,1106.89,564.74,17.22
United States,HD01_VD16,2017,"Estimate; Female: - Some college, no degree",15443478,65789.28,33565.96,0.22
North Carolina,HD01_VD16,2017,"Estimate; Female: - Some college, no degree",532485,12284.26,6267.48,1.18
Durham ,HD01_VD16,2017,"Estimate; Female: - Some college, no degree",7875,1790.81,913.68,11.6
Forsyth ,HD01_VD16,2017,"Estimate; Female: - Some college, no degree",19453,2275.74,1161.09,5.97
Guilford ,HD01_VD16,2017,"Estimate; Female: - Some college, no degree",19574,2441.36,1245.59,6.36
United States,HD01_VD17,2017,Estimate; Female: - Associate's degree,7343748,44382.98,22644.38,0.31
North Carolina,HD01_VD17,2017,Estimate; Female: - Associate's degree,284726,8714.55,4446.2,1.56
Durham ,HD01_VD17,2017,Estimate; Female: - Associate's degree,3489,1062.81,542.25,15.54
Forsyth ,HD01_VD17,2017,Estimate; Female: - Associate's degree,7779,1314.21,670.52,8.62
Guilford ,HD01_VD17,2017,Estimate; Female: - Associate's degree,11463,2187.57,1116.11,9.74
United States,HD01_VD18,2017,Estimate; Female: - Bachelor's degree,16247911,71812.26,36638.91,0.23
North Carolina,HD01_VD18,2017,Estimate; Female: - Bachelor's degree,565685,12758.47,6509.42,1.15
Durham ,HD01_VD18,2017,Estimate; Female: - Bachelor's degree,18669,2288.85,1167.78,6.26
Forsyth ,HD01_VD18,2017,Estimate; Female: - Bachelor's degree,22975,2249.53,1147.72,5
Guilford ,HD01_VD18,2017,Estimate; Female: - Bachelor's degree,29051,2475.91,1263.22,4.35
United States,HD01_VD19,2017,Estimate; Female: - Graduate or professional degree,10286930,55160,28142.86,0.27
